ID,RodentSurveyID,RodentSpeciesID,IDNum,SexID,AgeID,YearIDNumAssigned,ReproductiveStatusID,Weight,Recapture,Capture1,Capture2,Capture3,Capture4,Notes,CreatedDate
169280,750,112,NA,1,1,NA,32,14,0,D2,,,,,2016-01-27
169281,750,112,NA,1,1,NA,32,13,0,D1,,,,,2016-01-27
169282,750,112,NA,1,1,NA,32,18,0,E1,,,,,2016-01-27
169283,750,112,NA,1,1,NA,32,16,0,E3,,,,,2016-01-27
169284,750,112,NA,2,1,NA,32,18,0,E4,,,,,2016-01-27
169285,750,112,NA,1,1,NA,32,12,0,E5,,,,,2016-01-27
169286,750,112,NA,1,1,NA,32,19,0,E6,,,,,2016-01-27
169287,750,112,NA,1,1,NA,32,17,0,F7,,,,,2016-01-27
169288,750,112,NA,2,1,NA,32,21,0,F6,,,,,2016-01-27
169289,750,112,NA,1,1,NA,32,17,0,F5,,,,,2016-01-27
169290,750,112,NA,2,1,NA,32,15,0,F3,,,,,2016-01-27
169291,750,117,NA,1,1,NA,32,106,1,F2,F2,,,,2016-01-27
169292,750,112,NA,NA,NA,NA,NA,NA,0,G1,,,,ESCAPED,2016-01-27
169293,750,112,NA,1,1,NA,32,17,1,G2,G2,,,,2016-01-27
169294,750,112,NA,1,1,NA,32,17,0,G3,,,,,2016-01-27
169295,750,112,NA,2,1,NA,32,17,0,G4,,,,,2016-01-27
169296,750,112,NA,2,1,NA,32,20,1,G6,G6,,,,2016-01-27
169297,750,112,NA,1,1,NA,32,22,0,G7,,,,,2016-01-27
169298,750,117,NA,1,1,NA,32,133,1,F1,F1,,,,2016-01-27
169299,750,110,NA,1,1,NA,32,22,0,,A1,,,,2016-01-27
169300,750,112,NA,2,1,NA,32,15,0,,A3,,,,2016-01-27
169301,750,112,NA,1,1,NA,32,12,0,,A4,,,,2016-01-27
169302,750,112,NA,2,1,NA,32,17,0,,A5,,,,2016-01-27
169303,750,112,NA,1,1,NA,32,19,0,,A6,,,,2016-01-27
169304,750,115,NA,2,1,NA,32,40,0,,B6,,,,2016-01-27
169305,750,112,NA,2,1,NA,32,15,0,,C2,,,,2016-01-27
169306,750,112,NA,2,1,NA,32,12,0,,C4,,,,2016-01-27
169307,750,112,NA,1,1,NA,32,15,0,,C7,,,,2016-01-27
169308,750,112,NA,1,1,NA,31,22,0,,D7,,,,2016-01-27
169309,750,112,NA,2,1,NA,32,19,0,,D5,,,,2016-01-27
169310,750,112,NA,1,1,NA,32,13,0,,D1,,,,2016-01-27
169311,750,112,NA,1,1,NA,32,15,0,,E1,,,,2016-01-27
169312,750,112,NA,2,1,NA,32,14,0,,E2,,,,2016-01-27
169313,750,112,NA,1,1,NA,32,11,0,,E3,,,,2016-01-27
169314,750,112,NA,2,1,NA,32,15,0,,E4,,,,2016-01-27
169315,750,112,NA,1,1,NA,32,14,0,,E5,,,,2016-01-27
169316,750,112,NA,2,1,NA,32,11,0,,E6,,,,2016-01-27
169317,750,112,NA,2,1,NA,32,17,0,,E7,,,stub tail,2016-01-27
169318,750,112,NA,1,1,NA,32,17,0,,F7,,,,2016-01-27
169319,750,112,NA,2,1,NA,32,12,0,,F5,,,,2016-01-27
169320,750,112,NA,2,1,NA,32,16,0,,F4,,,,2016-01-27
169321,750,112,NA,2,1,NA,32,17,0,,F3,,,,2016-01-27
169322,750,112,NA,1,1,NA,32,12,0,,G1,,,,2016-01-27
169323,750,112,NA,1,1,NA,32,18,0,,G3,,,,2016-01-27
169324,750,112,NA,1,1,NA,32,15,0,,G4,,,,2016-01-27
169325,750,112,NA,2,1,NA,32,21,0,,G5,,,,2016-01-27
169326,750,112,NA,1,1,NA,32,17,0,,G7,,,,2016-01-27
169327,751,112,NA,2,1,NA,32,10,0,A1,,,,,2016-01-27
169328,751,112,NA,1,1,NA,32,15,0,A2,,,,,2016-01-27
169329,751,112,NA,2,1,NA,32,13,1,A3,A3,,,,2016-01-27
169330,751,112,NA,1,1,NA,32,17,0,A4,,,,,2016-01-27
169331,751,112,NA,1,1,NA,32,14,1,A5,A5,,,,2016-01-27
169332,751,112,NA,1,1,NA,31,13,1,A6,A6,,,,2016-01-27
169333,751,112,NA,2,1,NA,32,20,0,A7,,,,,2016-01-27
169334,751,112,NA,2,1,NA,32,13,0,B7,,,,,2016-01-27
169335,751,112,NA,1,1,NA,32,16,0,B4,,,,,2016-01-27
169336,751,115,NA,1,1,NA,32,34,0,B1,,,,,2016-01-27
169337,751,119,NA,1,1,NA,32,11,1,C2,C3,,,,2016-01-27
169338,751,115,NA,1,1,NA,34,47,0,C3,,,,,2016-01-27
169339,751,115,NA,1,1,NA,32,32,0,C5,,,,,2016-01-27
169340,751,112,NA,1,1,NA,32,15,0,D7,,,,,2016-01-27
169341,751,112,NA,2,1,NA,32,22,1,D5,D5,,,,2016-01-27
169342,751,112,NA,2,1,NA,32,16,1,D3,E2,,,,2016-01-27
169343,751,115,NA,2,1,NA,35,40,1,D1,D1,,,,2016-01-27
169344,751,112,NA,2,1,NA,32,13,0,E1,,,,,2016-01-27
169345,751,112,NA,2,1,NA,32,17,1,E2,E1,,,,2016-01-27
169346,751,112,NA,1,1,NA,32,20,1,E4,D4,,,,2016-01-27
169347,751,112,NA,1,1,NA,32,12,0,E7,,,,,2016-01-27
169348,751,115,NA,1,1,NA,32,40,0,F7,,,,,2016-01-27
169349,751,115,NA,2,1,NA,35,37,0,G7,,,,,2016-01-27
169350,751,112,NA,2,1,NA,32,15,1,G6,G6,,,,2016-01-27
169351,751,112,NA,2,1,NA,32,21,1,F5,E5,,,stub tail,2016-01-27
169352,751,115,NA,1,1,NA,34,44,1,G4,G4,,,,2016-01-27
169353,751,112,NA,2,1,NA,32,18,1,F4,F3,,,,2016-01-27
169354,751,115,NA,2,1,NA,35,36,0,G2,,,,,2016-01-27
169355,751,112,NA,1,1,NA,32,17,0,F1,,,,,2016-01-27
169356,751,115,NA,1,1,NA,31,44,1,G1,G1,,,,2016-01-27
169357,751,112,NA,1,1,NA,32,14,0,,A1,,,,2016-01-27
169358,751,112,NA,2,1,NA,32,19,0,,A2,,,,2016-01-27
169359,751,112,NA,2,1,NA,32,21,0,,A4,,,,2016-01-27
169360,751,112,NA,2,1,NA,32,18,0,,B7,,,,2016-01-27
169361,751,112,NA,1,1,NA,32,15,0,,B6,,,,2016-01-27
169362,751,115,NA,2,1,NA,35,43,0,,B5,,,,2016-01-27
169363,751,115,NA,2,1,NA,35,38,0,,B4,,,,2016-01-27
169364,751,119,NA,1,1,NA,32,8,0,,B3,,,,2016-01-27
169365,751,119,NA,1,1,NA,32,10,0,,B2,,,,2016-01-27
169366,751,112,NA,1,1,NA,32,14,0,,B1,,,Escaped. Weight is an estimate.,2016-01-27
169367,751,112,NA,1,1,NA,32,12,0,,C1,,,,2016-01-27
169368,751,112,NA,1,1,NA,32,13,0,,C4,,,,2016-01-27
169369,751,112,NA,2,1,NA,32,14,0,,C5,,,,2016-01-27
169370,751,112,NA,2,1,NA,32,20,0,,C6,,,,2016-01-27
169371,751,112,NA,1,1,NA,32,17,0,,C7,,,,2016-01-27
169372,751,112,NA,2,1,NA,32,19,0,,D7,,,,2016-01-27
169373,751,112,NA,1,1,NA,32,14,0,,D3,,,,2016-01-27
169374,751,119,NA,1,1,NA,32,10,0,,D2,,,,2016-01-27
169375,751,115,NA,2,1,NA,32,21,0,,E3,,,,2016-01-27
169376,751,118,NA,1,1,NA,32,17,0,,E6,,,,2016-01-27
169377,751,119,NA,1,1,NA,32,9,0,,E7,,,,2016-01-27
169378,751,112,NA,1,1,NA,32,15,0,,F5,,,,2016-01-27
169379,751,119,NA,1,1,NA,32,10,0,,G5,,,,2016-01-27
169380,751,119,NA,2,1,NA,32,8,0,,G3,,,,2016-01-27
169381,751,112,NA,1,1,NA,32,11,0,,G2,,,,2016-01-27
169382,751,112,NA,1,1,NA,32,15,0,,F2,,,,2016-01-27
169383,751,112,NA,2,1,NA,32,12,0,,F1,,,,2016-01-27
169384,752,112,NA,1,1,NA,32,19,0,G1,,,,,2016-01-27
169385,752,112,NA,2,1,NA,32,17,0,G5,,,,,2016-01-27
169386,752,112,NA,1,1,NA,32,11,0,G6,,,,,2016-01-27
169387,752,125,NA,1,3,NA,32,42,0,G7,,,,,2016-01-27
169388,752,112,NA,2,1,NA,32,21,1,F7,F7,,,,2016-01-27
169389,752,112,NA,2,1,NA,32,19,1,F6,F6,,,,2016-01-27
169390,752,115,NA,2,1,NA,35,44,0,F4,,,,,2016-01-27
169391,752,112,NA,2,1,NA,32,21,0,F1,,,,,2016-01-27
169392,752,118,NA,2,1,NA,32,28,0,E1,,,,,2016-01-27
169393,752,125,NA,1,1,NA,32,171,0,E2,,,,,2016-01-27
169394,752,112,NA,2,1,NA,32,11,0,E6,,,,,2016-01-27
169395,752,115,NA,2,1,NA,35,46,1,D7,D7,,,,2016-01-27
169396,752,115,NA,1,1,NA,31,40,1,D4,D4,,,,2016-01-27
169397,752,112,NA,2,1,NA,32,18,0,D3,,,,,2016-01-27
169398,752,118,NA,1,1,NA,32,29,0,D1,,,,,2016-01-27
169399,752,119,NA,1,1,NA,32,7,0,C1,,,,,2016-01-27
169400,752,118,NA,1,1,NA,32,28,0,C5,,,,,2016-01-27
169401,752,115,NA,2,1,NA,35,45,0,B6,,,,,2016-01-27
169402,752,112,NA,1,1,NA,32,16,1,B4,B4,,,,2016-01-27
169403,752,112,NA,1,1,NA,32,14,1,B2,B2,,,,2016-01-27
169404,752,115,NA,2,1,NA,35,45,1,A3,A3,,,,2016-01-27
169405,752,125,NA,1,1,NA,32,32,1,A4,A4,,,,2016-01-27
169406,752,112,NA,1,1,NA,32,23,0,A5,,,,,2016-01-27
169407,752,125,NA,1,1,NA,32,44,1,A7,A7,,,,2016-01-27
169408,752,112,NA,1,1,NA,32,20,0,,G1,,,,2016-01-27
169409,752,115,NA,2,1,NA,35,45,0,,G2,,,,2016-01-27
169410,752,115,NA,1,1,NA,32,34,0,,G3,,,,2016-01-27
169411,752,112,NA,2,1,NA,32,17,0,,G6,,,,2016-01-27
169412,752,125,NA,1,1,NA,32,176,0,,G7,,,,2016-01-27
169413,752,115,NA,2,1,NA,35,48,0,,F3,,,,2016-01-27
169414,752,112,NA,2,1,NA,32,18,0,,F1,,,,2016-01-27
169415,752,125,NA,2,1,NA,32,250,0,,E2,,,,2016-01-27
169416,752,119,NA,1,1,NA,32,7,0,,E4,,,,2016-01-27
169417,752,115,NA,1,1,NA,32,42,0,,E5,,,,2016-01-27
169418,752,110,NA,1,1,NA,32,29,0,,E7,,,,2016-01-27
169419,752,115,NA,2,1,NA,35,45,0,,D5,,,,2016-01-27
169420,752,125,NA,1,1,NA,32,214,0,,D3,,,,2016-01-27
169421,752,119,NA,2,1,NA,35,8,0,,D1,,,,2016-01-27
169422,752,115,NA,2,1,NA,35,48,0,,C4,,,,2016-01-27
169423,752,115,NA,1,1,NA,32,23,0,,C5,,,,2016-01-27
169424,752,112,NA,1,1,NA,32,13,0,,B7,,,,2016-01-27
169425,752,115,NA,1,1,NA,31,41,0,,A6,,,,2016-01-27
169426,752,112,NA,2,1,NA,32,23,0,,B6,,,one rear leg missing,2016-01-27
169427,752,115,NA,1,1,NA,34,51,0,,A2,,,Gave birth in trap!,2016-01-27
169428,752,119,NA,2,1,NA,35,10,0,,A1,,,,2016-01-27
169429,754,112,NA,1,1,NA,32,22,0,G1,,,,,2016-01-27
169430,754,112,NA,1,1,NA,32,17,0,G2,,,,,2016-01-27
169431,754,115,NA,2,1,NA,35,39,1,G3,G3,,,,2016-01-27
169432,754,115,NA,1,1,NA,32,37,0,G4,,,,,2016-01-27
169433,754,112,NA,1,1,NA,32,17,0,G5,,,,,2016-01-27
169434,754,119,NA,2,1,NA,32,13,1,G7,F7,,,,2016-01-27
169435,754,112,NA,2,1,NA,32,17,0,F7,,,,,2016-01-27
169436,754,115,NA,1,1,NA,31,38,1,F6,F6,,,,2016-01-27
169437,754,112,NA,2,1,NA,32,15,1,F5,F5,,,,2016-01-27
169438,754,115,NA,2,1,NA,35,46,0,F4,,,,,2016-01-27
169439,754,112,NA,2,1,NA,32,20,1,F3,F3,,,,2016-01-27
169440,754,115,NA,2,1,NA,35,40,0,F2,,,,,2016-01-27
169441,754,115,NA,1,1,NA,32,30,0,F1,,,,,2016-01-27
169442,754,112,NA,2,1,NA,32,18,1,E1,E1,,,,2016-01-27
169443,754,115,NA,1,1,NA,32,28,1,E2,F2,,,,2016-01-27
169444,754,112,NA,1,1,NA,32,16,0,E3,,,,,2016-01-27
169445,754,115,NA,1,1,NA,31,47,0,E4,,,,,2016-01-27
169446,754,115,NA,1,1,NA,32,41,1,E6,E7,,,,2016-01-27
169447,754,112,NA,1,1,NA,32,23,0,D7,,,,,2016-01-27
169448,754,112,NA,1,1,NA,32,15,1,D6,D6,,,,2016-01-27
169449,754,112,NA,1,1,NA,32,14,0,D5,,,,,2016-01-27
169450,754,112,NA,1,1,NA,32,20,0,D4,,,,,2016-01-27
169451,754,112,NA,1,1,NA,32,14,0,D3,,,,,2016-01-27
169452,754,112,NA,1,1,NA,32,21,0,D2,,,,,2016-01-27
169453,754,117,NA,2,1,NA,32,204,1,D1,D1,,,,2016-01-27
169454,754,112,NA,2,1,NA,32,22,0,C3,,,,,2016-01-27
169455,754,112,NA,2,1,NA,32,10,0,C4,,,,,2016-01-27
169456,754,112,NA,1,1,NA,34,22,0,C5,,,,,2016-01-27
169457,754,112,NA,1,1,NA,32,18,1,C6,C6,,,Weighed on recapture date.,2016-01-27
169458,754,112,NA,1,1,NA,34,25,1,B7,B7,,,,2016-01-27
169459,754,112,NA,1,1,NA,31,18,0,B6,,,,,2016-01-27
169460,754,115,NA,1,1,NA,32,40,1,B5,B5,,,,2016-01-27
169461,754,112,NA,1,1,NA,32,19,0,B4,,,,,2016-01-27
169462,754,112,NA,2,1,NA,32,16,1,B3,B3,,,,2016-01-27
169463,754,112,NA,1,1,NA,32,18,0,B2,,,,,2016-01-27
169464,754,115,NA,2,1,NA,35,46,0,B1,,,,,2016-01-27
169465,754,112,NA,1,1,NA,32,14,0,A1,,,,,2016-01-27
169466,754,112,NA,1,1,NA,34,23,0,A2,,,,,2016-01-27
169467,754,112,NA,1,1,NA,32,15,0,A3,,,,,2016-01-27
169468,754,112,NA,1,1,NA,32,10,0,A5,,,,,2016-01-27
169469,754,112,NA,1,1,NA,32,12,0,A6,,,,,2016-01-27
169470,754,112,NA,1,1,NA,34,21,0,A7,,,,,2016-01-27
169471,754,112,NA,1,1,NA,32,17,0,,G1,,,,2016-01-27
169472,754,112,NA,1,1,NA,32,20,0,,G2,,,,2016-01-27
169473,754,112,NA,2,1,NA,32,14,0,,G4,,,,2016-01-27
169474,754,112,NA,1,1,NA,32,19,0,,G5,,,,2016-01-27
169475,754,115,NA,1,1,NA,32,35,0,,G7,,,,2016-01-27
169476,754,119,NA,1,1,NA,32,10,0,,F4,,,,2016-01-27
169477,754,115,NA,1,1,NA,32,41,0,,F1,,,,2016-01-27
169478,754,112,NA,1,1,NA,32,12,0,,E2,,,,2016-01-27
169479,754,112,NA,1,1,NA,32,19,0,,E3,,,,2016-01-27
169480,754,112,NA,2,1,NA,32,18,0,,E4,,,,2016-01-27
169481,754,115,NA,1,1,NA,32,29,0,,E5,,,,2016-01-27
169482,754,112,NA,2,1,NA,32,13,0,,D7,,,,2016-01-27
169483,754,112,NA,2,1,NA,32,13,0,,D5,,,,2016-01-27
169484,754,112,NA,1,1,NA,32,14,0,,D4,,,,2016-01-27
169485,754,112,NA,2,1,NA,32,15,0,,D3,,,,2016-01-27
169486,754,112,NA,1,1,NA,32,18,0,,D2,,,,2016-01-27
169487,754,112,NA,1,1,NA,32,19,0,,C1,,,,2016-01-27
169488,754,112,NA,1,1,NA,32,13,0,,C2,,,,2016-01-27
169489,754,112,NA,1,1,NA,32,20,0,,C3,,,,2016-01-27
169490,754,112,NA,1,1,NA,32,11,0,,C4,,,stub tail,2016-01-27
169491,754,117,NA,2,1,NA,32,195,0,,C5,,,,2016-01-27
169492,754,112,NA,1,1,NA,32,13,0,,C7,,,,2016-01-27
169493,754,125,NA,1,1,NA,32,31,0,,A7,,,,2016-01-27
169494,754,112,NA,1,1,NA,32,15,0,,A6,,,,2016-01-27
169495,754,112,NA,1,1,NA,32,16,0,,B6,,,,2016-01-27
169496,754,112,NA,1,1,NA,32,19,0,,A5,,,,2016-01-27
169497,754,112,NA,2,1,NA,32,21,0,,B4,,,,2016-01-27
169498,754,115,NA,2,1,NA,35,37,0,,A3,,,,2016-01-27
169499,754,112,NA,1,1,NA,32,17,0,,A2,,,,2016-01-27
169500,754,115,NA,1,1,NA,32,29,0,,B2,,,,2016-01-27
169501,754,112,NA,1,1,NA,32,14,0,,B1,,,,2016-01-27
169502,754,112,NA,2,1,NA,32,19,0,,A1,,,,2016-01-27
169503,755,112,NA,1,1,NA,32,14,1,A7,A7,,,,2016-01-27
169504,755,115,NA,1,1,NA,31,44,1,A3,A3,,,,2016-01-27
169505,755,115,NA,1,1,NA,32,32,1,A2,B3,,,,2016-01-27
169506,755,115,NA,2,1,NA,35,43,1,B2,C2,,,,2016-01-27
169507,755,115,NA,2,1,NA,35,36,1,B3,C4,,,,2016-01-27
169508,755,115,NA,1,1,NA,31,46,0,C6,,,,,2016-01-27
169509,755,115,NA,1,1,NA,32,37,0,D2,,,,,2016-01-27
169510,755,119,NA,2,1,NA,32,13,1,E4,D2,,,,2016-01-27
169511,755,119,NA,1,1,NA,32,13,1,E3,E3,,,stub tail,2016-01-27
169512,755,115,NA,2,1,NA,35,45,1,F2,F2,,,,2016-01-27
169513,755,115,NA,1,1,NA,31,40,0,F3,,,,,2016-01-27
169514,755,115,NA,2,1,NA,35,40,0,F5,,,,,2016-01-27
169515,755,119,NA,1,1,NA,32,12,0,G5,,,,,2016-01-27
169516,755,115,NA,1,1,NA,31,39,0,,A5,,,,2016-01-27
169517,755,115,NA,1,1,NA,31,37,0,,B1,,,,2016-01-27
169518,755,115,NA,1,1,NA,32,35,0,,C7,,,,2016-01-27
169519,755,115,NA,2,1,NA,35,44,0,,C6,,,,2016-01-27
169520,755,115,NA,2,1,NA,35,39,0,,C5,,,,2016-01-27
169521,755,119,NA,2,1,NA,32,10,0,,D3,,,,2016-01-27
169522,755,119,NA,2,1,NA,32,11,0,,D4,,,,2016-01-27
169523,755,115,NA,2,1,NA,35,40,0,,D5,,,,2016-01-27
169524,755,115,NA,1,1,NA,31,42,0,,D6,,,,2016-01-27
169525,755,115,NA,2,1,NA,32,35,0,,E1,,,,2016-01-27
169526,755,119,NA,1,1,NA,31,11,0,,G1,,,,2016-01-27
169527,755,119,NA,1,1,NA,32,12,0,,F3,,,,2016-01-27
169528,755,112,NA,1,1,NA,32,16,0,,F5,,,,2016-01-27
169529,755,115,NA,2,1,NA,32,39,0,,G5,,,,2016-01-27
169530,755,112,NA,1,1,NA,32,17,0,,G6,,,stub tail,2016-01-27
169531,755,112,NA,2,1,NA,32,13,0,,G7,,,,2016-01-27
169532,756,115,NA,1,1,NA,32,31,1,G1,G1,,,,2016-01-27
169533,756,115,NA,1,1,NA,32,34,1,G3,G4,,,,2016-01-27
169534,756,115,NA,2,1,NA,35,45,0,G7,,,,,2016-01-27
169535,756,115,NA,1,1,NA,31,38,1,E3,F2,,,,2016-01-27
169536,756,115,NA,1,1,NA,32,36,1,E4,E5,,,,2016-01-27
169537,756,115,NA,1,1,NA,32,38,1,E7,E6,,,,2016-01-27
169538,756,115,NA,1,1,NA,31,37,1,D3,C2,,,,2016-01-27
169539,756,115,NA,2,1,NA,35,45,1,D1,E1,,,,2016-01-27
169540,756,115,NA,2,1,NA,35,36,0,A7,,,,,2016-01-27
169541,756,115,NA,1,1,NA,32,36,1,A6,A6,,,,2016-01-27
169542,756,119,NA,1,1,NA,31,10,0,B4,,,,,2016-01-27
169543,756,119,NA,1,1,NA,32,8,0,,G6,,,,2016-01-27
169544,756,115,NA,1,1,NA,31,34,0,,F7,,,,2016-01-27
169545,756,115,NA,2,1,NA,32,32,0,,E7,,,,2016-01-27
169546,756,115,NA,1,1,NA,31,35,0,,D7,,,,2016-01-27
169547,756,115,NA,1,1,NA,32,32,0,,D2,,,,2016-01-27
169548,756,119,NA,2,1,NA,32,10,0,,B7,,,,2016-01-27
169549,756,115,NA,2,1,NA,35,42,0,,B6,,,,2016-01-27
169550,756,115,NA,2,1,NA,32,27,0,,B5,,,,2016-01-27
169551,756,115,NA,2,1,NA,32,33,0,,A4,,,,2016-01-27
169552,756,119,NA,2,1,NA,32,18,0,,B4,,,a record weight!,2016-01-27
169553,756,119,NA,1,1,NA,32,9,0,,B3,,,,2016-01-27
169554,757,111,NA,2,1,NA,32,15,0,A2,,,,,2016-01-27
169555,757,111,NA,1,1,NA,32,10,0,A3,,,,,2016-01-27
169556,757,111,NA,2,1,NA,32,14,0,A6,,,,,2016-01-27
169557,757,111,NA,2,1,NA,32,12,0,A7,,,,,2016-01-27
169558,757,111,NA,1,1,NA,32,12,0,B2,,,,,2016-01-27
169559,757,111,NA,1,1,NA,32,12,1,C1,C1,,,,2016-01-27
169560,757,111,NA,2,1,NA,32,14,0,C3,,,,,2016-01-27
169561,757,111,NA,2,1,NA,32,13,0,C4,,,,,2016-01-27
169562,757,111,NA,1,1,NA,32,12,1,D7,D7,,,,2016-01-27
169563,757,117,NA,2,1,NA,32,155,0,D3,,,,,2016-01-27
169564,757,111,NA,2,1,NA,32,11,0,D2,,,,stub tail,2016-01-27
169565,757,117,NA,1,1,NA,31,175,1,E2,E2,,,,2016-01-27
169566,757,111,NA,2,1,NA,35,13,0,E5,,,,,2016-01-27
169567,757,117,NA,1,1,NA,31,185,0,E6,,,,,2016-01-27
169568,757,110,NA,2,1,NA,32,24,0,G7,,,,,2016-01-27
169569,757,117,NA,2,1,NA,35,152,0,F6,,,,,2016-01-27
169570,757,110,NA,1,1,NA,32,21,0,F5,,,,,2016-01-27
169571,757,111,NA,2,1,NA,32,10,0,G5,,,,,2016-01-27
169572,757,117,NA,2,1,NA,32,175,0,G4,,,,,2016-01-27
169573,757,111,NA,2,1,NA,32,13,0,G1,,,,,2016-01-27
169574,757,111,NA,1,1,NA,32,11,0,F1,,,,,2016-01-27
169575,757,111,NA,2,1,NA,32,13,0,,A1,,,,2016-01-27
169576,757,110,NA,1,1,NA,32,20,0,,A3,,,,2016-01-27
169577,757,117,NA,1,1,NA,32,102,0,,D2,,,,2016-01-27
169578,757,111,NA,1,1,NA,32,11,0,,E1,,,,2016-01-27
169579,757,110,NA,2,1,NA,32,19,0,,F7,,,,2016-01-27
169580,757,117,NA,1,1,NA,32,148,0,,G7,,,,2016-01-27
169581,757,111,NA,1,1,NA,32,13,0,,G6,,,,2016-01-27
169582,757,110,NA,1,1,NA,32,23,0,,F4,,,,2016-01-27
169583,757,117,NA,2,1,NA,32,123,0,,G4,,,,2016-01-27
169584,757,117,NA,1,1,NA,31,150,0,,F1,,,,2016-01-27
169585,758,111,NA,2,1,NA,32,13,0,A1,,,,,2016-01-27
169586,758,117,NA,2,1,NA,32,122,1,A2,A2,,,,2016-01-27
169587,758,111,NA,1,1,NA,32,13,0,A4,,,,,2016-01-27
169588,758,117,NA,1,1,NA,32,134,0,A6,,,,,2016-01-27
169589,758,117,NA,2,1,NA,32,156,0,B6,,,,,2016-01-27
169590,758,111,NA,2,1,NA,32,11,1,B5,B5,,,,2016-01-27
169591,758,117,NA,2,1,NA,35,203,0,B3,,,,,2016-01-27
169592,758,117,NA,1,1,NA,32,158,0,B1,,,,,2016-01-27
169593,758,117,NA,1,3,NA,32,84,0,C2,,,,,2016-01-27
169594,758,117,NA,1,1,NA,32,123,0,C5,,,,,2016-01-27
169595,758,111,NA,1,1,NA,32,12,0,C6,,,,,2016-01-27
169596,758,117,NA,1,1,NA,31,152,0,D5,,,,,2016-01-27
169597,758,117,NA,1,3,NA,32,60,0,D4,,,,,2016-01-27
169598,758,110,NA,1,1,NA,32,19,1,D2,D2,,,,2016-01-27
169599,758,117,NA,2,1,NA,32,140,0,D1,,,,,2016-01-27
169600,758,111,NA,1,1,NA,32,13,0,E1,,,,,2016-01-27
169601,758,111,NA,1,1,NA,32,12,0,E2,,,,,2016-01-27
169602,758,110,NA,1,1,NA,31,28,0,E4,,,,,2016-01-27
169603,758,117,NA,2,1,NA,32,155,0,E5,,,,,2016-01-27
169604,758,117,NA,2,3,NA,32,52,0,E6,,,,,2016-01-27
169605,758,110,NA,2,1,NA,35,34,1,E7,F7,,,,2016-01-27
169606,758,110,NA,2,3,NA,32,15,0,G1,,,,,2016-01-27
169607,758,117,NA,1,1,NA,31,185,0,G5,,,,,2016-01-27
169608,758,120,NA,NA,NA,NA,NA,NA,0,G6,,,,escaped through hole in the bag.,2016-01-27
169609,758,120,NA,1,1,NA,32,14,0,,A4,,,,2016-01-27
169610,758,120,NA,2,1,NA,32,18,0,,A6,,,,2016-01-27
169611,758,117,NA,2,1,NA,32,129,0,,B3,,,,2016-01-27
169612,758,112,NA,1,1,NA,32,10,0,,B2,,,,2016-01-27
169613,758,111,NA,2,1,NA,32,13,0,,B1,,,,2016-01-27
169614,758,120,NA,1,1,NA,31,19,0,,C5,,,,2016-01-27
169615,758,117,NA,1,1,NA,32,102,0,,C6,,,,2016-01-27
169616,758,111,NA,1,1,NA,32,11,0,,C7,,,,2016-01-27
169617,758,117,NA,1,3,NA,32,61,0,,D5,,,,2016-01-27
169618,758,117,NA,1,1,NA,31,177,0,,E1,,,,2016-01-27
169619,758,110,NA,1,1,NA,32,20,0,,E2,,,,2016-01-27
169620,758,110,NA,1,1,NA,31,35,0,,E4,,,,2016-01-27
169621,758,117,NA,1,1,NA,32,140,0,,E5,,,,2016-01-27
169622,758,117,NA,1,1,NA,31,160,0,,E6,,,,2016-01-27
169623,758,117,NA,3,1,NA,32,152,0,,E7,,,,2016-01-27
169624,758,117,NA,2,3,NA,32,80,0,,G1,,,,2016-01-27
169625,759,110,NA,1,1,NA,32,27,1,A7,B4,,,,2016-01-27
169626,759,112,NA,1,1,NA,32,26,1,A6,A6,,,Hind = 23,2016-01-27
169627,759,110,NA,1,1,NA,32,29,0,A5,,,,Hind = 25,2016-01-27
169628,759,110,NA,2,3,NA,32,19,0,A4,,,,Hind = 25,2016-01-27
169629,759,110,NA,1,1,NA,32,26,1,A1,A2,,,Hind = 25,2016-01-27
169630,759,110,NA,1,1,NA,32,30,0,B1,,,,Hind = 26,2016-01-27
169631,759,112,NA,1,1,NA,32,13,0,G6,,,,,2016-01-27
169632,759,112,NA,1,1,NA,32,14,0,G5,,,,,2016-01-27
169633,759,111,NA,1,1,NA,32,12,0,G2,,,,,2016-01-27
169634,759,111,NA,1,1,NA,32,12,1,F3,F3,,,I did as pen on 2nd night.,2016-01-27
169635,759,111,NA,2,1,NA,32,13,0,G1,,,,,2016-01-27
169636,759,110,NA,2,1,NA,32,23,0,F4,,,,,2016-01-27
169637,759,110,NA,1,1,NA,32,28,0,E7,,,,,2016-01-27
169638,759,110,NA,1,1,NA,32,28,1,E6,E6,,,,2016-01-27
169639,759,110,NA,1,1,NA,32,29,1,E5,E5,,,,2016-01-27
169640,759,110,NA,2,1,NA,32,25,0,E2,,,,,2016-01-27
169641,759,112,NA,2,1,NA,32,14,1,D2,D2,,,,2016-01-27
169642,759,110,NA,2,1,NA,32,28,1,D4,E7,,,,2016-01-27
169643,759,110,NA,1,1,NA,32,32,1,D6,D6,,,,2016-01-27
169644,759,110,NA,1,1,NA,32,32,1,D7,D7,,,,2016-01-27
169645,759,110,NA,1,1,NA,32,26,0,C7,,,,Hind = 23,2016-01-27
169646,759,110,NA,2,1,NA,32,26,1,C6,C6,,,,2016-01-27
