year,season,date,habitat,night,web,trap,recap,spp,sex,age,weight,repro,recond,incomplete,marked,dead,closed,newborn
1997,S,1997-04-09,JG,2,3,65,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,66,N,DIOR,F,A,52,Y,V,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,67,N,SPSP,F,A,83,Y,V,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,70,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,71,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,72,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,78,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,83,N,SPSP,F,A,105,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,84,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,93,N,NEMI,NA,A,0,NA,NA,Y,U,NA,NA,NA
1997,S,1997-04-09,JG,2,3,95,N,DIOR,M,A,0,Y,S,Y,M,NA,NA,NA
1997,S,1997-04-09,JG,2,2,99,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,100,Y,PGFL,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,101,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,102,N,SPSP,M,A,88,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,106,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,108,N,DIOR,M,A,51,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,113,N,DIOR,F,A,52,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,114,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,118,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,120,N,SPSP,M,A,91,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,126,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,127,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,128,N,DISP,NA,J,92,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,135,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,139,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,140,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,142,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,3,144,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,9,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,11,N,DIOR,M,A,53,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,12,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,14,N,DIOR,M,A,62,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,18,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,22,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,23,N,DIOR,M,A,52,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,24,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,27,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,28,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,30,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,31,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,32,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,33,N,SPSP,M,A,90,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,34,N,SPSP,F,A,98,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,44,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,46,N,DISP,NA,J,104,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,47,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,48,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,49,Y,PGFL,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,55,N,DISP,F,A,130,Y,L,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,57,Y,ONLE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,58,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,59,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,61,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,65,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,67,N,NEMI,F,A,290,Y,L,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,68,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,69,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,70,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,71,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,77,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,78,N,DIOR,M,A,48,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,79,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,80,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,92,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,93,Y,ONLE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,94,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,96,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,97,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,103,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,105,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,111,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,117,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,120,N,DIOR,M,A,40,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,126,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,127,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,128,N,PGFL,F,A,7,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,130,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,131,N,PGFL,F,A,8,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,132,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,135,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,136,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,139,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,140,N,SPSP,F,A,106,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,141,N,PGFL,M,A,6,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,142,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,1,143,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,1,N,SPSP,M,A,90,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,7,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,8,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,10,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,28,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,30,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,31,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,33,Y,NEMI,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,37,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,39,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,41,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,42,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,46,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,47,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,48,N,DIOR,M,A,57,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,51,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,53,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,58,N,DIOR,F,A,35,Y,V,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,60,N,SPSP,F,A,91,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,63,N,DIOR,M,A,52,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,64,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,67,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,69,N,PGFL,M,A,8,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,72,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,78,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,80,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,81,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,82,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,90,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,93,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,99,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,101,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,103,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,104,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,105,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,106,N,DIOR,F,A,45,Y,V,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,107,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,108,N,SPSP,F,A,0,NA,NA,Y,U,NA,NA,NA
1997,S,1997-04-10,JG,3,2,113,N,DIOR,F,A,45,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,115,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,117,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,119,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,120,N,SPSP,F,A,105,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,128,N,DIOR,F,A,48,Y,V,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,129,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,131,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,132,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,136,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,139,N,DIOR,F,A,37,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,2,143,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,6,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,9,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,10,Y,ONLE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,12,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,14,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,20,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,21,Y,ONLE,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,22,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,23,N,NEMI,F,A,135,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,24,N,DIOR,M,A,53,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,33,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,34,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,42,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,46,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,47,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,48,N,SPSP,M,A,115,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,53,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,57,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,65,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,67,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,70,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,71,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,72,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,77,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,83,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,84,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,90,N,DIOR,M,A,48,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,93,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-09,JG,2,1,94,N,ONLE,F,A,42,Y,L,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,95,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,101,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,102,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,105,N,PGFL,M,A,8,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,106,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,108,N,SPSP,F,A,96,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,118,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,120,N,DISP,NA,J,96,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,125,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,126,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,127,Y,DISP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,128,N,DISP,F,A,135,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,129,N,DISP,NA,J,138,N,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,132,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,138,N,PGFL,M,A,10,Y,S,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,142,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1997,S,1997-04-10,JG,3,3,144,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,1,N,DIOR,NA,NA,0,NA,NA,Y,U,NA,NA,NA
1998,S,1998-04-22,JG,1,1,3,N,DIOR,M,A,51,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,5,N,ONAR,M,A,37,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,7,N,DIOR,M,A,47,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,10,N,SPSP,M,A,98,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,11,N,SPSP,M,A,83,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,12,N,DIOR,F,A,46,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,18,N,DIOR,F,A,52,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,22,N,DIOR,NA,J,38,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,23,N,DIOR,M,A,48,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,24,N,SPSP,M,A,100,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,26,N,DIOR,F,A,49,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,32,N,DIOR,F,A,58,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,33,N,DISP,F,A,147,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,34,N,DIOR,M,A,50,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,42,N,DIOR,F,A,51,Y,V,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,43,N,DIOR,M,A,54,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,54,N,DISP,F,A,138,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,55,N,DISP,F,A,128,Y,V,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,56,N,DIOR,M,A,51,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,57,N,DIOR,M,A,56,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,63,N,DIOR,NA,NA,0,NA,NA,Y,U,NA,NA,NA
1998,S,1998-04-22,JG,1,1,64,N,DIOR,M,A,58,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,67,N,DIOR,F,A,47,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,68,N,SPSP,M,A,105,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,71,N,DIOR,M,A,0,NA,NA,Y,U,NA,NA,NA
1998,S,1998-04-22,JG,1,1,72,N,DIOR,M,A,59,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,77,N,DIOR,F,A,53,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,78,N,ONLE,F,A,54,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,79,N,DIOR,F,A,148,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,81,N,DIOR,M,A,52,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,82,N,DIOR,F,A,55,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,88,N,DIOR,F,A,51,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,91,N,DIOR,M,A,54,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,92,N,DIOR,M,A,53,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,95,N,SPSP,F,A,51,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,96,N,DIOR,M,A,50,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,101,N,DIOR,F,A,37,Y,V,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,104,N,DIOR,F,A,51,Y,V,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,106,N,SPSP,NA,J,84,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,107,N,DIOR,M,A,51,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,114,N,DIOR,M,A,50,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,117,N,DIOR,M,A,54,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,118,N,DIOR,F,A,0,NA,NA,Y,U,NA,NA,NA
1998,S,1998-04-22,JG,1,1,119,N,DIOR,M,A,57,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,124,N,DIOR,M,A,54,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,127,N,ONLE,M,A,36,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,128,N,DIOR,F,A,46,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,129,N,DIOR,F,A,47,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,130,N,DIOR,NA,NA,0,NA,NA,Y,U,NA,NA,NA
1998,S,1998-04-22,JG,1,1,131,N,SPSP,M,A,89,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,132,N,DIOR,F,A,55,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,140,N,DIOR,M,A,54,Y,S,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,142,N,DIOR,F,A,44,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-22,JG,1,1,143,N,DISP,F,A,128,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,5,Y,SPSP,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,7,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,9,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,10,N,DIOR,NA,J,30,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,11,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,12,N,DIOR,NA,J,41,N,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,16,N,DIOR,F,A,46,Y,V,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,18,Y,DIOR,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
1998,S,1998-04-23,JG,2,1,20,N,DIOR,F,A,49,Y,V,NA,NA,NA,NA,NA
